title,Journal.URL,URL.in.DOAJ,When.did.the.journal.start.to.publish.all.content.using.an.open.license.,Alternative.title,Journal.ISSN..print.version.,Journal.EISSN..online.version.,Keywords,language,Publisher,country,Society.or.institution,Country.of.society.or.institution,license,License.attributes,URL.for.license.terms,Machine.readable.CC.licensing.information.embedded.or.displayed.in.articles,URL.to.an.example.page.with.embedded.licensing.information,Author.holds.copyright.without.restrictions,Copyright.information.URL,Review,Review.process.information.URL,Journal.plagiarism.screening.policy,Plagiarism.information.URL,URL.for.journal.s.aims...scope,URL.for.the.Editorial.Board.page,URL.for.journal.s.instructions.for.authors,Average.number.of.weeks.between.article.submission.and.publication,APC,APC.information.URL,APC.amount,Journal.waiver.policy..for.developing.country.authors.etc.,Waiver.policy.information.URL,Has.other.fees,Other.fees.information.URL,Preservation.Services,Preservation.Service..national.library,Preservation.information.URL,Deposit.policy.directory,URL.for.deposit.policy,Persistent.article.identifiers,Article.metadata.includes.ORCIDs,Journal.complies.with.I4OC.standards.for.open.citations,Does.the.journal.comply.to.DOAJ.s.definition.of.open.access.,URL.for.journal.s.Open.Access.statement,Continues,Continued.By,LCC.Codes,Subjects,DOAJ.Seal,Added.on.Date,Last.updated.Date,Number.of.Article.Records,Most.Recent.Article.Added
Ánfora,http://publicaciones.autonoma.edu.co/index.php/anfora,https://doaj.org/toc/494cf24267fb4a55a1fd448f6d8bab67,2008,,0121-6538,2248-6941,"human sciences, humanities, social sciences, interdisciplinary studies, research methodology","Spanish, English ",Universidad Autónoma de Manizales,Colombia,,,CC BY-NC-SA,,https://publicaciones.autonoma.edu.co/index.php/anfora/about,Yes,https://publicaciones.autonoma.edu.co/index.php/anfora/article/view/715,No,https://publicaciones.autonoma.edu.co/index.php/anfora/about,Double blind peer review,https://publicaciones.autonoma.edu.co/index.php/anfora/about,No,,https://publicaciones.autonoma.edu.co/index.php/anfora/about,https://publicaciones.autonoma.edu.co/index.php/anfora/about/editorialTeam,https://publicaciones.autonoma.edu.co/index.php/anfora/information/authors,24,No,https://publicaciones.autonoma.edu.co/index.php/anfora/about,,No,,No,,,,,,,DOI,No,No,Yes,https://publicaciones.autonoma.edu.co/index.php/anfora/about,,,H|H1-99,Social Sciences: Social sciences (General),No,2016-11-01T15:45:01Z,2021-06-01T08:49:13Z,0,
Revista Facultad de Ciencias Económicas,http://revistas.unimilitar.edu.co/index.php/rfce,https://doaj.org/toc/36cd4857734c4a0893fa93009a7658b9,2010,Revista Facultad de Ciencias Económicas: Investigación y Reflexión,0121-6805,1909-7719,"accounting, management, economics, economy, bussines","Spanish, English, Portuguese",Editorial Neogranadina,Colombia,Universidad Militar Nueva Granada,Colombia,CC BY-NC-ND,,https://revistas.unimilitar.edu.co/index.php/rfce/about,Yes,https://revistas.unimilitar.edu.co/index.php/rfce/article/view/4450/4709,No,https://revistas.unimilitar.edu.co/index.php/rfce/about,Double blind peer review,https://revistas.unimilitar.edu.co/index.php/rfce/about,No,,https://revistas.unimilitar.edu.co/index.php/rfce/about,https://revistas.unimilitar.edu.co/index.php/rfce/about/editorialTeam,https://revistas.unimilitar.edu.co/index.php/rfce/about/editorialTeam,24,No,https://revistas.unimilitar.edu.co/index.php/rfce/about,,No,,No,,Portico,,https://www.portico.org/coverage/titles/?keyword=0121-6805&filter_by%5B%5D=e-journal,,,DOI,Yes,No,Yes,https://revistas.unimilitar.edu.co/index.php/rfce/about,,,HC10-1085|HB71-74,Social Sciences: Economic history and conditions | Social Sciences: Economic theory. Demography: Economics as a science,No,2016-10-24T08:50:52Z,2021-08-03T17:15:24Z,1040,2023-03-09T08:45:01Z
Repertorio de Medicina y Cirugía,https://revistas.fucsalud.edu.co/index.php/repertorio,https://doaj.org/toc/0953d0aea47f42c1819a51ecb353d65d,2019,,0121-7372,2462-991X,"health sciences, biomedicine","Spanish, English ",Fundación Univrsitaria de Ciencias de la Salud,Colombia,Sociedad Cirugía de Bogotá,,CC BY-NC-ND,,https://revistas.fucsalud.edu.co/index.php/repertorio/about/openaccess,Yes,https://revistas.fucsalud.edu.co/index.php/repertorio/article/view/928/1181,No,https://revistas.fucsalud.edu.co/index.php/repertorio/about/copyright,Double blind peer review,https://revistas.fucsalud.edu.co/index.php/repertorio/about/publicationProcess,Yes,https://revistas.fucsalud.edu.co/index.php/repertorio/about/publicationProcess,https://revistas.fucsalud.edu.co/index.php/repertorio/about/focusandscope,https://revistas.fucsalud.edu.co/index.php/repertorio/about/editorialTeam,https://revistas.fucsalud.edu.co/index.php/repertorio/about/authorsrules,16,No,https://revistas.fucsalud.edu.co/index.php/repertorio/about/openaccess,,No,,No,,,,,,,DOI,No,No,Yes,https://revistas.fucsalud.edu.co/index.php/repertorio/about/openaccess,,,R5-920,Medicine: Medicine (General),No,2021-01-18T10:00:02Z,2021-05-11T07:07:17Z,1041,2023-03-23T01:38:08Z
Revista de la Facultad de Ciencias,https://revistas.unal.edu.co/index.php/rfc,https://doaj.org/toc/b658c62e9ed5401abd8bc441d7e71eba,2012,,0121-747X,2357-5549,"statistics, mathematics, natural sciences, biotechnology",Spanish,"Universidad Nacional de Colombia, sede Medellín",Colombia,,,CC BY-NC-ND,,https://revistas.unal.edu.co/index.php/rfc/about/submissions#copyrightNotice,,,No,,Double blind peer review,https://revistas.unal.edu.co/index.php/rfc/about/editorialPolicies#peerReviewProcess,Yes,http://www.revistas.unal.edu.co/index.php/rfc/about/editorialPolicies#custom-0,https://revistas.unal.edu.co/index.php/rfc/about/editorialPolicies#focusAndScope,https://revistas.unal.edu.co/index.php/rfc/about/editorialTeam,https://revistas.unal.edu.co/index.php/rfc/about/submissions#authorGuidelines,10,No,https://revistas.unal.edu.co/index.php/rfc/about/editorialPolicies#focusAndScope,,No,,No,,,,,,,DOI,,,Yes,https://revistas.unal.edu.co/index.php/rfc/about/editorialPolicies#openAccessPolicy,,,Q1-390,Science: Science (General),No,2017-10-08T18:35:33Z,2022-09-20T07:54:07Z,156,2019-08-28T20:50:27Z
Ingeniería,http://revistas.udistrital.edu.co/ojs/index.php/reving,https://doaj.org/toc/ed66f32110404399924e0b6b97f53347,1993,,0121-750X,2344-8393,engineering,Spanish,Universidad Distrital Francisco José de Caldas,Colombia,Universidad Distrital Francisco José de Caldas,,CC BY-NC-ND,,,Yes,http://revistas.udistrital.edu.co/ojs/index.php/reving/article/view/8320/11332,Yes,http://revistas.udistrital.edu.co/ojs/index.php/reving/about/submissions#copyrightNotice,Double blind peer review,http://revistas.udistrital.edu.co/ojs/index.php/reving/about/editorialPolicies#peerReviewProcess,Yes,http://revistas.udistrital.edu.co/ojs/index.php/reving/article/view/7784/9577,http://revistas.udistrital.edu.co/ojs/index.php/reving/about/editorialPolicies#focusAndScope,http://revistas.udistrital.edu.co/ojs/index.php/reving/about/editorialTeam,http://revistas.udistrital.edu.co/ojs/index.php/reving/about/submissions#authorGuidelines,10,No,http://revistas.udistrital.edu.co/ojs/index.php/reving/about/editorialPolicies#custom-0,,No,,No,http://revistas.udistrital.edu.co/ojs/index.php/reving/about/editorialPolicies#custom-0,,,http://revistas.udistrital.edu.co/ojs/index.php/reving/issue/archive,,,DOI,,,Yes,http://revistas.udistrital.edu.co/ojs/index.php/reving/index,,,TA1-2040,Technology: Engineering (General). Civil engineering (General),No,2016-12-01T08:03:04Z,2020-08-24T10:07:54Z,287,2023-03-18T20:41:44Z
Nómadas,http://nomadas.ucentral.edu.co/,https://doaj.org/toc/db8b62fa87a54e13844ea5fc3595e428,2006,,0121-7550,2539-4762,"social sciences, culture, social research","Spanish, Portuguese",Fundación Universidad Central,Colombia,,,CC BY,,http://nomadas.ucentral.edu.co/index.php/revista-nomadas/presentacion,,,Yes,http://nomadas.ucentral.edu.co/index.php/revista-nomadas/presentacion,Peer review,http://nomadas.ucentral.edu.co/index.php/revista-nomadas/requisitos-para-publicar,No,,http://nomadas.ucentral.edu.co/index.php/revista-nomadas/presentacion,http://nomadas.ucentral.edu.co/index.php/revista-nomadas/cuerpo-editorial,http://nomadas.ucentral.edu.co/index.php/revista-nomadas/requisitos-para-publicar,20,No,http://nomadas.ucentral.edu.co/index.php/revista-nomadas/presentacion,,No,,No,,,,,,,,,,Yes,http://nomadas.ucentral.edu.co/index.php/revista-nomadas/presentacion,,,H|H1-99,Social Sciences: Social sciences (General),No,2012-10-25T08:27:13Z,2023-03-08T07:47:47Z,1595,2018-02-07T00:39:30Z
Hacia la Promoción de la Salud,http://promocionsalud.ucaldas.edu.co/,https://doaj.org/toc/df873d916bca4d05a53986782008a426,2012,,0121-7577,2462-8425,"public health, healthy life styles, healthy public policies, social marketing, health services orientation","Spanish, English ",Universidad de Caldas,Colombia,Universidad de Caldas,,CC BY,,http://promocionsalud.ucaldas.edu.co/index.php/politicas-eticas,,,No,,Double blind peer review,http://promocionsalud.ucaldas.edu.co/index.php/politicas-eticas,No,,http://promocionsalud.ucaldas.edu.co/,http://promocionsalud.ucaldas.edu.co/index.php/comite-editorial,http://promocionsalud.ucaldas.edu.co/index.php/orientacion-para-los-autores,18,No,http://promocionsalud.ucaldas.edu.co/index.php/orientacion-para-los-autores,,No,,No,http://promocionsalud.ucaldas.edu.co/index.php/orientacion-para-los-autores,,,,,,DOI,,,Yes,http://promocionsalud.ucaldas.edu.co/index.php/politicas-eticas,,,RA1-1270,Medicine: Public aspects of medicine,No,2018-10-18T01:37:57Z,2018-10-18T01:37:57Z,250,2018-10-11T01:58:19Z
Historia y Sociedad,http://revistas.unal.edu.co/index.php/hisysoc/index,https://doaj.org/toc/97ab90770daf4edc89a0aa461b6e7c18,2011,,0121-8417,2357-4720,"history, social sciences, humanities","English, Spanish, French, Portuguese","Universidad Nacional de Colombia, sede Medellín",Colombia,Facultad de Ciencias Humanas y Económicas,,CC BY,,http://www.revistas.unal.edu.co/index.php/hisysoc/about/editorialPolicies#custom-4,,,Yes,http://www.revistas.unal.edu.co/index.php/hisysoc/about/submissions#copyrightNotice,Double blind peer review,http://www.revistas.unal.edu.co/index.php/hisysoc/about/editorialPolicies#peerReviewProcess,Yes,http://www.revistas.unal.edu.co/index.php/hisysoc/about/editorialPolicies#custom-3,http://www.revistas.unal.edu.co/index.php/hisysoc/about/editorialPolicies#focusAndScope,http://revistas.unal.edu.co/index.php/hisysoc/about/editorialTeam,http://revistas.unal.edu.co/index.php/hisysoc/about/submissions#authorGuidelines,26,No,http://www.revistas.unal.edu.co/index.php/hisysoc/about/submissions#authorFees,,No,,No,,,,,Sherpa/Romeo,,DOI,,,Yes,http://www.revistas.unal.edu.co/index.php/hisysoc/about/editorialPolicies#openAccessPolicy,,,AZ20-999,General Works: History of scholarship and learning. The humanities,No,2016-11-07T14:48:55Z,2022-08-17T18:31:00Z,756,2022-07-16T14:30:53Z
La Palabra,http://revistas.uptc.edu.co/revistas/index.php/la_palabra/index,https://doaj.org/toc/188d0458092b4bf681e10cee469bb6f3,2010,,0121-8530,2346-3864,"literature and society, literature, literary history, literary criticism, literary theory","Spanish, English , French ",Universidad Pedagógica y Tecnológica de Colombia,Colombia,Universidad Pedagógica y Tecnológica de Colombia,,CC BY-NC-SA,,http://revistas.uptc.edu.co/revistas/index.php/la_palabra/about/editorialPolicies#openAccessPolicy,,,No,,Double blind peer review,http://revistas.uptc.edu.co/revistas/index.php/la_palabra/about/editorialPolicies#peerReviewProcess,No,,http://revistas.uptc.edu.co/revistas/index.php/la_palabra/about/editorialPolicies#focusAndScope,http://revistas.uptc.edu.co/revistas/index.php/la_palabra/about/editorialTeam,http://revistas.uptc.edu.co/revistas/index.php/la_palabra/about/submissions#authorGuidelines,32,No,http://revistas.uptc.edu.co/revistas/index.php/la_palabra/about/editorialPolicies#openAccessPolicy,,No,,No,http://revistas.uptc.edu.co/revistas/index.php/la_palabra/about/editorialPolicies#openAccessPolicy,,,http://revistas.uptc.edu.co/revistas/index.php/la_palabra/about/editorialPolicies#sectionPolicies,,,DOI,,,Yes,http://revistas.uptc.edu.co/revistas/index.php/la_palabra/about/editorialPolicies#openAccessPolicy,,,PN1-6790|PQ1-3999,Language and Literature: Literature (General) | Language and Literature: French literature - Italian literature - Spanish literature - Portuguese literature,No,2017-04-07T17:52:01Z,2020-10-09T11:08:17Z,201,2021-07-07T15:17:10Z
Revista Criterios,https://revistas.umariana.edu.co/index.php/Criterios/index,https://doaj.org/toc/c5b9f5c3493f43deabf69406aaa9c5a9,2014,,0121-8670,2256-1161,"investigation, science, education, social sciences","Spanish, English, Portuguese",Editorial UNIMAR,Colombia,Universidad Mariana,Colombia,CC BY,,https://revistas.umariana.edu.co/index.php/Criterios/Politicadeetica,Yes,https://revistas.umariana.edu.co/index.php/Criterios/article/view/2632/2915,Yes,https://revistas.umariana.edu.co/index.php/Criterios/about/submissions,Double blind peer review,https://revistas.umariana.edu.co/index.php/Criterios/Guiaparaparesevaluadores,Yes,https://revistas.umariana.edu.co/index.php/Criterios/Politicadeetica,https://revistas.umariana.edu.co/index.php/Criterios/Enfoque,https://revistas.umariana.edu.co/index.php/Criterios/comiteeditorial,https://revistas.umariana.edu.co/index.php/Criterios/Guiaparalosautores,24,No,https://revistas.umariana.edu.co/index.php/Criterios/Enfoque,,No,,No,,,,,,,DOI,Yes,No,Yes,https://revistas.umariana.edu.co/index.php/Criterios/Enfoque,,,AP1-271,General Works: Periodicals,No,2021-03-08T10:15:51Z,2022-05-30T10:22:20Z,226,2023-03-10T15:31:13Z
Revista de Derecho,http://rcientificas.uninorte.edu.co/index.php/derecho/index,https://doaj.org/toc/8c0bff4f108144d3ae4f178d24feaa91,2000,,0121-8697,2145-9355,jurisprudence,English,Universidad del Norte,Colombia,"Universidad del Norte, División de Derecho, Ciencia política y Relaciones Internacionales",,CC BY,,http://rcientificas.uninorte.edu.co/index.php/derecho/index,,,No,,Double blind peer review,http://rcientificas.uninorte.edu.co/index.php/derecho/about/editorialPolicies#peerReviewProcess,No,,http://rcientificas.uninorte.edu.co/index.php/derecho/about/editorialPolicies#focusAndScope,http://rcientificas.uninorte.edu.co/index.php/derecho/about/editorialTeam,http://rcientificas.uninorte.edu.co/index.php/derecho/about/submissions#authorGuidelines,24,No,http://rcientificas.uninorte.edu.co/index.php/derecho/about/submissions#authorGuidelines,,No,,No,http://rcientificas.uninorte.edu.co/index.php/derecho/about/submissions#authorGuidelines,,,,,,DOI,,,Yes,http://rcientificas.uninorte.edu.co/index.php/derecho/about/editorialPolicies#openAccessPolicy,,,K|K1-7720,Law: Law in general. Comparative and uniform law. Jurisprudence,No,2009-11-17T17:20:14Z,2019-09-21T23:03:04Z,497,2022-09-06T14:46:32Z
Revista MVZ Cordoba,http://revistas.unicordoba.edu.co/index.php/revistamvz/index,https://doaj.org/toc/ca46900eeea647a781454fc304d4455a,2000,,0122-0268,1909-0544,"veterinary medicine, zoonoses, public health, aquiculture, biology","Spanish, English ",Universidad de Cordoba,Colombia,,,CC BY-SA,,http://revistas.unicordoba.edu.co/index.php/revistamvz/about/submissions#copyrightNotice,Yes,http://revistas.unicordoba.edu.co/index.php/revistamvz/article/view/921,No,,Double blind peer review,http://revistas.unicordoba.edu.co/index.php/revistamvz/about/editorialPolicies#peerReviewProcess,No,,http://revistas.unicordoba.edu.co/index.php/revistamvz/about/editorialPolicies#focusAndScope,http://revistas.unicordoba.edu.co/index.php/revistamvz/about/editorialTeam,http://revistas.unicordoba.edu.co/index.php/revistamvz/about/submissions#authorGuidelines,6,No,http://revistas.unicordoba.edu.co/index.php/revistamvz/about/editorialPolicies#custom-0,,No,,No,http://revistas.unicordoba.edu.co/index.php/revistamvz/about/editorialPolicies#custom-0,,,http://revistas.unicordoba.edu.co/ojs/index.php/mvz/about/editorialPolicies#openAccessPolicy,,,DOI,,,Yes,http://revistas.unicordoba.edu.co/index.php/revistamvz/about/editorialPolicies#openAccessPolicy,,,SF600-1100,Agriculture: Animal culture: Veterinary medicine,No,2006-10-19T16:07:10Z,2017-07-21T13:29:04Z,1547,2023-03-03T10:35:52Z
Informador Técnico,http://revistas.sena.edu.co/index.php/inf_tec/index,https://doaj.org/toc/8c96d61b2bc54ac2b2fca14457c35c3d,2010,,0122-056X,2256-5035,"mechanical engineering, electronic engineering, materials, biotechnology, checmial engineering","Spanish, English ",Servicio Nacional de Aprendizaje (SENA),Colombia,,,CC BY-NC-ND,,http://revistas.sena.edu.co/index.php/inf_tec/acceso,Yes,http://revistas.sena.edu.co/index.php/inf_tec/article/view/2369/3259,No,,Double blind peer review,http://revistas.sena.edu.co/index.php/inf_tec/pares,Yes,http://revistas.sena.edu.co/index.php/inf_tec/etica,http://revistas.sena.edu.co/index.php/inf_tec/about,http://revistas.sena.edu.co/index.php/inf_tec/about/editorialTeam,http://revistas.sena.edu.co/index.php/inf_tec/about/submissions#authorGuidelines,12,No,http://revistas.sena.edu.co/index.php/inf_tec/acceso,,No,,No,http://revistas.sena.edu.co/index.php/inf_tec/acceso,,,,Sherpa/Romeo,,DOI,,,Yes,http://revistas.sena.edu.co/index.php/inf_tec/acceso,,,TA1-2040|T1-995,Technology: Engineering (General). Civil engineering (General) | Technology: Technology (General),No,2020-08-26T16:35:54Z,2020-08-26T16:35:54Z,156,2021-09-13T16:43:20Z
Ocupación Humana,https://www.latinjournal.org/index.php/roh/index,https://doaj.org/toc/e0a3144468214d8881794137c4286a0f,2017,,0122-0942,2590-7816,occupational therapy,"English, Spanish, Portuguese",Colegio Colombiano de Terapia Ocupacional,Colombia,Colegio Colombiano de Terapia Ocupacional,,CC BY-NC-SA,,https://www.latinjournal.org/index.php/roh/about,,,No,,Double blind peer review,https://www.latinjournal.org/index.php/roh/about/submissions,No,,https://www.latinjournal.org/index.php/roh/about,https://www.latinjournal.org/index.php/roh/about/editorialTeam,https://www.latinjournal.org/index.php/roh/about/submissions,16,No,https://www.latinjournal.org/index.php/roh/about,,No,,No,https://www.latinjournal.org/index.php/roh/about,,,,,,,,,Yes,https://www.latinjournal.org/index.php/roh/about,,,RA1-1270|HD7260-7780.8,Medicine: Public aspects of medicine | Social Sciences: Industries. Land use. Labor: Labor. Work. Working class: Industrial hygiene. Industrial welfare,No,2018-11-05T21:17:36Z,2019-12-03T05:23:08Z,405,2023-02-08T05:53:14Z
Pensamiento Jurídico,http://www.revistas.unal.edu.co/index.php/peju/issue/view/3482/showToc,https://doaj.org/toc/7d3ab9628a594431bfa43f51677d0396,1994,,0122-1108,2357-6170,"social sciences, constitutional law, history of law","English, Spanish, Portuguese",Universidad Nacional de Colombia,Colombia,,,CC BY,,http://www.revistas.unal.edu.co/index.php/peju/about/editorialPolicies#openAccessPolicy,,http://www.revistas.unal.edu.co/index.php/peju/issue/view/3482/showToc,No,,Double blind peer review,http://www.revistas.unal.edu.co/index.php/peju/about/editorialPolicies#focusAndScope,No,http://www.revistas.unal.edu.co/index.php/peju/about/editorialPolicies#focusAndScope,http://www.revistas.unal.edu.co/index.php/peju/about/editorialPolicies#focusAndScope,http://www.revistas.unal.edu.co/index.php/peju/about/displayMembership/260,http://www.revistas.unal.edu.co/index.php/peju/about/submissions#authorGuidelines,16,No,http://www.revistas.unal.edu.co/index.php/peju/about/editorialPolicies#focusAndScope,,No,,No,http://www.revistas.unal.edu.co/index.php/peju/about/editorialPolicies#focusAndScope,,,http://www.revistas.unal.edu.co/index.php/peju/about,,,,,,Yes,http://www.revistas.unal.edu.co/index.php/peju/about/editorialPolicies#openAccessPolicy,,,K1-7720,Law: Law in general. Comparative and uniform law. Jurisprudence,No,2013-05-29T21:22:41Z,2019-02-06T11:47:52Z,503,2020-01-17T16:18:31Z
