title,Journal.URL,URL.in.DOAJ,When.did.the.journal.start.to.publish.all.content.using.an.open.license.,Alternative.title,Journal.ISSN..print.version.,Journal.EISSN..online.version.,Keywords,language,Publisher,country,Society.or.institution,Country.of.society.or.institution,license,License.attributes,URL.for.license.terms,Machine.readable.CC.licensing.information.embedded.or.displayed.in.articles,URL.to.an.example.page.with.embedded.licensing.information,Author.holds.copyright.without.restrictions,Copyright.information.URL,Review,Review.process.information.URL,Journal.plagiarism.screening.policy,Plagiarism.information.URL,URL.for.journal.s.aims...scope,URL.for.the.Editorial.Board.page,URL.for.journal.s.instructions.for.authors,Average.number.of.weeks.between.article.submission.and.publication,APC,APC.information.URL,APC.amount,Journal.waiver.policy..for.developing.country.authors.etc.,Waiver.policy.information.URL,Has.other.fees,Other.fees.information.URL,Preservation.Services,Preservation.Service..national.library,Preservation.information.URL,Deposit.policy.directory,URL.for.deposit.policy,Persistent.article.identifiers,Article.metadata.includes.ORCIDs,Journal.complies.with.I4OC.standards.for.open.citations,Does.the.journal.comply.to.DOAJ.s.definition.of.open.access.,URL.for.journal.s.Open.Access.statement,Continues,Continued.By,LCC.Codes,Subjects,DOAJ.Seal,Added.on.Date,Last.updated.Date,Number.of.Article.Records,Most.Recent.Article.Added
Revista UIS Ingenierías,http://revistas.uis.edu.co/index.php/revistauisingenierias/index,https://doaj.org/toc/32afb6e2fd7b4c7189d3c40ffe1a1a92,2002,,1657-4583,2145-8456,"mechanical engineering, industrial design, applied sciences, materials science, decision sciences, manufacturing engineering","Spanish, English ",Universidad Industrial de Santander,Colombia,Universidad Industrial de Santander,,CC BY-ND,,http://revistas.uis.edu.co/index.php/revistauisingenierias/about,,,No,,Blind peer review,http://revistas.uis.edu.co/index.php/revistauisingenierias/about,Yes,http://revistas.uis.edu.co/index.php/revistauisingenierias/about,http://revistas.uis.edu.co/index.php/revistauisingenierias/about,http://revistas.uis.edu.co/index.php/revistauisingenierias/about/editorialTeam,http://revistas.uis.edu.co/index.php/revistauisingenierias/information/authors,12,No,http://revistas.uis.edu.co/index.php/revistauisingenierias/about,,No,,No,http://revistas.uis.edu.co/index.php/revistauisingenierias/about,,,,Sherpa/Romeo,,,,,Yes,http://revistas.uis.edu.co/index.php/revistauisingenierias/about,,,T|TA1-2040,Technology: Engineering (General). Civil engineering (General),No,2018-03-03T13:21:02Z,2020-03-23T14:03:33Z,636,2023-03-22T17:06:44Z
Cultura Científica,https://www.jdc.edu.co/revistas/index.php/Cult_cient/index,https://doaj.org/toc/b465c097d3f84ba781d9c52e072b6074,2001,,1657-463X,,science,Spanish,Fundación Universitaria Juan de Castellanos,Colombia,,,CC BY-NC-SA,,https://www.jdc.edu.co/revistas/index.php/Cult_cient/about,,,No,,Peer review,https://www.jdc.edu.co/revistas/index.php/Cult_cient/about,No,,https://www.jdc.edu.co/revistas/index.php/Cult_cient/about,https://www.jdc.edu.co/revistas/index.php/Cult_cient/about/editorialTeam,https://www.jdc.edu.co/revistas/index.php/Cult_cient/about/submissions,12,No,https://www.jdc.edu.co/revistas/index.php/Cult_cient/about,,No,,No,https://www.jdc.edu.co/revistas/index.php/Cult_cient/about,,,http://www.revistasjdc.com/main/index.php/ccient/about/editorialPolicies#archiving,Sherpa/Romeo,,,,,Yes,https://www.jdc.edu.co/revistas/index.php/Cult_cient/about,,,T|Q,Technology | Science,No,2012-09-21T14:01:08Z,2020-03-09T01:01:03Z,146,2015-11-20T22:00:24Z
Plumilla Educativa,https://revistasum.umanizales.edu.co/ojs/index.php/plumillaeducativa/issue/archive,https://doaj.org/toc/810c0ba2cdaa40b3914c54cfaf2cd290,2010,,1657-4672,2619-1733,"education, teaching, learning, pedagogy, language education, formation",Spanish,Universidad de Manizales,Colombia,,,CC BY-NC-SA,,https://revistasum.umanizales.edu.co/ojs/index.php/plumillaeducativa/123a,,,No,https://revistasum.umanizales.edu.co/ojs/index.php/plumillaeducativa/123451df,Double blind peer review,https://revistasum.umanizales.edu.co/ojs/index.php/plumillaeducativa/1234gd,Yes,https://revistasum.umanizales.edu.co/ojs/index.php/plumillaeducativa/123m,https://revistasum.umanizales.edu.co/ojs/index.php/plumillaeducativa/asdasfd34,https://revistasum.umanizales.edu.co/ojs/index.php/plumillaeducativa/about/editorialTeam,https://revistasum.umanizales.edu.co/ojs/index.php/plumillaeducativa/asdasds2323,18,No,https://revistasum.umanizales.edu.co/ojs/index.php/plumillaeducativa/123al,,No,,No,,,,,,,DOI,Yes,No,Yes,https://revistasum.umanizales.edu.co/ojs/index.php/plumillaeducativa/123g,,,L7-991,Education: Education (General),No,2022-09-20T09:32:03Z,2022-09-20T09:32:03Z,0,
Revista Latinoamericana de Bioética,http://revistas.unimilitar.edu.co/index.php/rlbi/index,https://doaj.org/toc/b6e062f98fb847cf90e0602f20a2f29a,2006,,1657-4702,2462-859X,"bioethics, medical ethics, research ethics, biolaw, environmental ethics, ethics","Spanish, English, Portuguese",Editorial Neogranadina,Colombia,Universidad Militar Nueva Granada,Colombia,CC BY-NC-ND,,https://revistas.unimilitar.edu.co/index.php/rlbi/about,Yes,https://revistas.unimilitar.edu.co/index.php/rlbi/article/view/4749/4700,No,https://revistas.unimilitar.edu.co/index.php/rlbi/about,Double blind peer review,https://revistas.unimilitar.edu.co/index.php/rlbi/about,Yes,https://revistas.unimilitar.edu.co/index.php/rlbi/about,https://revistas.unimilitar.edu.co/index.php/rlbi/about,https://revistas.unimilitar.edu.co/index.php/rlbi/about/editorialTeam,https://revistas.unimilitar.edu.co/index.php/rlbi/about/submissions,20,No,https://revistas.unimilitar.edu.co/index.php/rlbi/about,,No,,No,,Portico,,https://www.portico.org/coverage/titles/?keyword=1657-4702&filter_by%5B%5D=e-journal,,,DOI,Yes,No,Yes,https://revistas.unimilitar.edu.co/index.php/rlbi/about,,,R723-726|BJ1-1725,Medicine: Medicine (General): Medical philosophy. Medical ethics | Philosophy. Psychology. Religion: Ethics,No,2016-11-03T09:06:35Z,2021-08-16T16:25:36Z,609,2023-01-01T08:06:03Z
Praxis,http://revistas.unimagdalena.edu.co/index.php/praxis,https://doaj.org/toc/5afe7760c76047488555227190e7674b,2013,,1657-4915,2389-7856,"special education, education, education research",Spanish,Universidad del Magdalena,Colombia,Universidad del Magdalena,,CC BY-NC-SA,,http://revistas.unimagdalena.edu.co/index.php/praxis/about,Yes,http://revistas.unimagdalena.edu.co/index.php/praxis/article/view/2981,No,,Double blind peer review,http://revistas.unimagdalena.edu.co/index.php/praxis/about,Yes,http://revistas.unimagdalena.edu.co/index.php/praxis/about,http://revistas.unimagdalena.edu.co/index.php/praxis/about,http://revistas.unimagdalena.edu.co/index.php/praxis/about/editorialTeam,http://revistas.unimagdalena.edu.co/index.php/praxis/g_autores,24,No,http://revistas.unimagdalena.edu.co/index.php/praxis/about,,No,,No,http://revistas.unimagdalena.edu.co/index.php/praxis/about,,,https://scienti.minciencias.gov.co/publindex/EnRevista/detalle.do?__tableName=enArticulo.table.allDetalle&__tableAction=reset&cod_revista_c=717&txtIssn=1657-4915&txtRevista=PRAXIS&txtIntitucionEditora=&txtSires=&codArea=&categoria=,Sherpa/Romeo,,,,,Yes,http://revistas.unimagdalena.edu.co/index.php/praxis/about,,,L,Education,No,2015-07-27T19:30:36Z,2020-02-27T20:31:44Z,222,2021-05-24T16:46:59Z
Jangwa Pana,https://revistas.unimagdalena.edu.co/index.php/jangwapana,https://doaj.org/toc/217c696102654acbb515f76878625817,2001,,1657-4923,2389-7872,"anthropology, social sciences, archaeology, history, humanities","Spanish, English ",Universidad del Magdalena,Colombia,Universidad del Magdalena,,CC BY-NC-SA,,http://revistajangwapana.unimagdalena.edu.co/,Yes,http://revistajangwapana.unimagdalena.edu.co/,No,,Blind peer review,https://revistas.unimagdalena.edu.co/index.php/jangwapana/about,No,,https://revistas.unimagdalena.edu.co/index.php/jangwapana/about,https://revistas.unimagdalena.edu.co/index.php/jangwapana/about/editorialTeam,https://revistas.unimagdalena.edu.co/index.php/jangwapana/g_autores,24,No,https://revistas.unimagdalena.edu.co/index.php/jangwapana,,No,,No,https://revistas.unimagdalena.edu.co/index.php/jangwapana,,,,,,,,,Yes,https://revistas.unimagdalena.edu.co/index.php/jangwapana/about,,,A,General Works,No,2015-04-08T13:58:44Z,2020-02-20T15:42:53Z,303,2021-10-13T14:57:57Z
Aquichan,http://aquichan.unisabana.edu.co/index.php/aquichan/index,https://doaj.org/toc/2208b36d1d374a8a871ade0b1b495627,2001,,1657-5997,2027-5374,"infirmary, nursing",English,Universidad de La Sabana,Colombia,Universidad de La Sabana,,CC BY,,http://aquichan.unisabana.edu.co/index.php/aquichan/about/submissions#copyrightNotice,,,No,,Double blind peer review,http://aquichan.unisabana.edu.co/index.php/aquichan/about/editorialPolicies#peerReviewProcess,No,,http://aquichan.unisabana.edu.co/index.php/aquichan/about/editorialPolicies#focusAndScope,http://aquichan.unisabana.edu.co/index.php/aquichan/about/displayMembership/6,http://aquichan.unisabana.edu.co/index.php/aquichan/about/submissions#authorGuidelines,36,No,http://aquichan.unisabana.edu.co/index.php/aquichan/about/submissions#privacyStatement,,No,,No,http://aquichan.unisabana.edu.co/index.php/aquichan/about/submissions#privacyStatement,,,http://aquichan.unisabana.edu.co/index.php/aquichan/index,,,DOI,,,Yes,http://aquichan.unisabana.edu.co/index.php/aquichan/about/editorialPolicies#openAccessPolicy,,,RT1-120|H,Medicine: Nursing | Social Sciences,No,2008-02-14T10:43:38Z,2019-11-06T18:18:12Z,1072,2023-03-22T23:31:11Z
Revista Fuentes El Reventón Energético,http://revistas.uis.edu.co/index.php/revistafuentes,https://doaj.org/toc/bf61eae84aef4dd78b652b88e4b5d1a1,2003,,1657-6527,2145-8502,"energy sources, oil, gas, hydrocarbons, alternative sources of energy","English, Spanish, Portuguese ",Universidad Industrial de Santander,Colombia,,,CC BY,,https://revistas.uis.edu.co/index.php/revistafuentes/about,Yes,https://revistas.uis.edu.co/index.php/revistafuentes/article/view/13412/12563,No,https://revistas.uis.edu.co/index.php/revistafuentes/about/submissions,Double blind peer review,http://revistas.uis.edu.co/index.php/revistafuentes/about,Yes,https://revistas.uis.edu.co/index.php/revistafuentes/about,https://revistas.uis.edu.co/index.php/revistafuentes/about,https://revistas.uis.edu.co/index.php/revistafuentes/about/editorialTeam,http://revistas.uis.edu.co/public/journals/11/docs/Fuentes_NormasEditoriales_esES.pdf,15,No,https://revistas.uis.edu.co/index.php/revistafuentes/about,,No,,No,,,,,,,DOI,Yes,No,Yes,https://revistas.uis.edu.co/index.php/revistafuentes/about,,,TK1-9971|TJ807-830,Technology: Electrical engineering. Electronics. Nuclear engineering | Technology: Mechanical engineering and machinery: Renewable energy sources,No,2018-07-06T13:33:14Z,2022-10-26T12:58:33Z,237,2022-12-14T15:27:33Z
Precedente,http://www.icesi.edu.co/revistas/index.php/precedente,https://doaj.org/toc/0cf8cfe15dd44e34916846126daf317e,2001,Precedente. Revista Jurídica,,1657-6535,"law, legal studies, history of law","Spanish, English ",Universidad ICESI,Colombia,"Universidad Icesi, Facultad de Derecho y Ciencias Sociales",,CC BY-NC-ND,,http://www.icesi.edu.co/revistas/index.php/precedente/about/submissions#copyrightNotice,,,Yes,http://www.icesi.edu.co/revistas/index.php/precedente/about/submissions#copyrightNotice,Double blind peer review,http://www.icesi.edu.co/revistas/index.php/precedente/about/editorialPolicies#peerReviewProcess,No,,http://www.icesi.edu.co/revistas/index.php/precedente/about/editorialPolicies#focusAndScope,http://www.icesi.edu.co/revistas/index.php/precedente/about/editorialTeam,http://www.icesi.edu.co/revistas/index.php/precedente/about/submissions#authorGuidelines,21,No,http://www.icesi.edu.co/revistas/indhttp://www.icesi.edu.co/revistas/index.php/precedente/about/editorialPolicies#custom-0,,No,,No,http://www.icesi.edu.co/revistas/index.php/precedente/about/editorialPolicies#custom-0,,,http://www.icesi.edu.co/revistas/index.php/precedente/about/editorialPolicies#archiving,Sherpa/Romeo,,DOI,,,Yes,http://www.icesi.edu.co/revistas/index.php/precedente/about/editorialPolicies#openAccessPolicy,,,K,Law,No,2017-04-25T11:46:16Z,2017-11-08T13:48:39Z,223,2023-01-29T21:08:28Z
Revista Jurídica Piélagus,https://www.journalusco.edu.co/index.php/pielagus,https://doaj.org/toc/cb256e9b72264a4e87507befde423cd4,2002,,1657-6799,2539-522X,"internationalization, law, constitutional law, constitution, colombia","Spanish, English, French",Universidad Surcolombiana,Colombia,,,CC BY-NC-SA,,https://journalusco.edu.co/index.php/pielagus/about#politica,,,No,https://journalusco.edu.co/index.php/pielagus/about/submissions#da,Double blind peer review,https://www.journalusco.edu.co/index.php/pielagus/proceso,Yes,https://journalusco.edu.co/index.php/pielagus/about/submissions#deteccion,https://journalusco.edu.co/index.php/pielagus/about#focus,https://www.journalusco.edu.co/index.php/pielagus/about/editorialTeam,https://www.journalusco.edu.co/index.php/pielagus/about/submissions,12,No,https://www.journalusco.edu.co/index.php/pielagus/about#enfoque,,No,,No,,,,,,,DOI,Yes,No,Yes,https://journalusco.edu.co/index.php/pielagus/about#politica,,,K,Law,No,2019-06-26T15:00:33Z,2023-01-20T13:53:50Z,0,
Apuntes Contables,https://revistas.uexternado.edu.co/index.php/contad,https://doaj.org/toc/ebc25956a1a0424abadea068d5cede57,2002,,1657-7175,2619-4899,"accounting trends, forensic autiding, accounting information systems",Spanish,Universidad Externado de Colombia,Colombia,Universidad Externado de Colombia,,CC BY-NC-SA,,https://revistas.uexternado.edu.co/index.php/contad/information/authors,,,Yes,https://revistas.uexternado.edu.co/index.php/contad/information/authors,Double blind peer review,https://revistas.uexternado.edu.co/index.php/contad/about#peerReviewProcess,No,,https://revistas.uexternado.edu.co/index.php/contad/about#focusAndScope,https://revistas.uexternado.edu.co/index.php/contad/about/editorialTeam,https://revistas.uexternado.edu.co/index.php/contad/information/authors,10,No,https://revistas.uexternado.edu.co/index.php/contad/information/authors,,No,,No,https://revistas.uexternado.edu.co/index.php/contad/information/authors,,,,,,,,,Yes,https://revistas.uexternado.edu.co/index.php/contad/about#openAccessPolicy,,,HF5601-5689,Social Sciences: Commerce: Business: Accounting. Bookkeeping,No,2019-03-25T02:52:58Z,2019-08-30T10:04:32Z,302,2022-11-22T17:25:58Z
OASIS,http://www.uexternado.edu.co/oasis,https://doaj.org/toc/81e536ded99c48cc98b3196cd0c31168,1995,Observatorio de Análisis de los Sistemas Internacionales,1657-7558,2346-2132,"international relations theory, geopolitics, migration, governability, cooperation","Spanish, English ",Universidad Externado de Colombia,Colombia,,,CC BY-NC-SA,,https://revistas.uexternado.edu.co/index.php/oasis/about/submissions#copyrightNotice,Yes,http://revistas.uexternado.edu.co/index.php/oasis/article/view/4278,Yes,https://revistas.uexternado.edu.co/index.php/oasis/about/submissions#copyrightNotice,Double blind peer review,https://revistas.uexternado.edu.co/index.php/oasis/about,No,,https://revistas.uexternado.edu.co/index.php/oasis/about,https://revistas.uexternado.edu.co/index.php/oasis/about/editorialTeam,https://revistas.uexternado.edu.co/index.php/oasis/about/submissions,15,No,https://revistas.uexternado.edu.co/index.php/oasis/about/submissions#copyrightNotice,,No,,No,https://revistas.uexternado.edu.co/index.php/oasis/about/submissions#copyrightNotice,,,,Sherpa/Romeo,,,,,Yes,https://revistas.uexternado.edu.co/index.php/oasis/about,,,J|JZ2-6530,Political science: International relations,No,2015-12-04T17:26:09Z,2018-09-17T12:46:38Z,489,2022-12-05T17:50:36Z
El Ágora USB,http://revistas.usb.edu.co/index.php/Agora/,https://doaj.org/toc/c1148f68779143bbb8578069cdf522e7,2007,,1657-8031,2665-3354,"memory, development, pedagogy, human rights",Spanish,Universidad de San Buenaventura,Colombia,,,CC BY,,http://revistas.usb.edu.co/index.php/Agora/about/editorialPolicies#openAccessPolicy,Yes,http://revistas.usb.edu.co/index.php/Agora/article/view/2163,No,,Double blind peer review,http://revistas.usb.edu.co/index.php/Agora/about/editorialPolicies#peerReviewProcess,No,,http://revistas.usb.edu.co/index.php/Agora/index,http://revistas.usb.edu.co/index.php/Agora/about/editorialTeam,http://revistas.usb.edu.co/index.php/Agora/about/submissions#authorGuidelines,2,No,http://revistas.usb.edu.co/index.php/Agora/about/submissions#authorGuidelines,,No,,No,http://revistas.usb.edu.co/index.php/Agora/about/submissions#authorGuidelines,CLOCKSS,,http://revistas.usb.edu.co/index.php/Agora/,Sherpa/Romeo,,DOI,,,Yes,http://revistas.usb.edu.co/index.php/Agora/about/editorialPolicies#openAccessPolicy,,,H,Social Sciences,No,2009-05-27T10:59:33Z,2019-09-11T15:47:53Z,306,2020-07-27T22:22:36Z
Opera,http://revistas.uexternado.edu.co/index.php/opera,https://doaj.org/toc/573ff6485c274ddb8fd09d2db3ce5097,2001,,1657-8651,2346-2159,"public policy, elections, nation and territory",Spanish,Universidad Externado de Colombia,Colombia,,,CC BY-NC-SA,,https://revistas.uexternado.edu.co/index.php/opera/about/submissions,,,Yes,https://revistas.uexternado.edu.co/index.php/opera/about/submissions,Double blind peer review,https://revistas.uexternado.edu.co/index.php/opera/about/submissions,No,,https://revistas.uexternado.edu.co/index.php/opera/about,https://revistas.uexternado.edu.co/index.php/opera/about/editorialTeam,https://revistas.uexternado.edu.co/index.php/opera/about/submissions,16,No,https://revistas.uexternado.edu.co/index.php/opera/about/submissions,,No,,No,https://revistas.uexternado.edu.co/index.php/opera/about/submissions,,,,Sherpa/Romeo,,,,,Yes,https://revistas.uexternado.edu.co/index.php/opera/about,,,J|JF20-2112,Political science: Political institutions and public administration (General),No,2015-08-24T12:18:42Z,2018-09-17T12:42:37Z,601,2022-12-01T18:15:00Z
Civilizar,http://revistas.usergioarboleda.edu.co/index.php/ccsh/index,https://doaj.org/toc/fe91146054eb4ecfaff2b1078fe434c4,2010,Civilizar : Ciencias Sociales y Humanas,1657-8953,2619-189X,"law, politics, economics, philosophy, social science",Spanish,Universidad Sergio Arboleda,Colombia,,,CC BY-NC-ND,,https://revistas.usergioarboleda.edu.co/index.php/ccsh/cc,,,No,,Double blind peer review,https://revistas.usergioarboleda.edu.co/index.php/ccsh/arbitraje,Yes,https://revistas.usergioarboleda.edu.co/index.php/ccsh/plagio,https://revistas.usergioarboleda.edu.co/index.php/ccsh/about,https://revistas.usergioarboleda.edu.co/index.php/ccsh/about/editorialTeam,https://revistas.usergioarboleda.edu.co/index.php/ccsh/autor,26,No,http://revistas.usergioarboleda.edu.co/index.php/ccsh/about/editorialPolicies#focusAndScope,,No,,No,http://revistas.usergioarboleda.edu.co/index.php/ccsh/about/editorialPolicies#focusAndScope,CLOCKSS,,https://revistas.usergioarboleda.edu.co/index.php/ccsh/pres,,,DOI,,,Yes,https://revistas.usergioarboleda.edu.co/index.php/ccsh/cc,,,H,Social Sciences,No,2009-12-01T17:14:01Z,2020-04-20T13:10:58Z,627,2023-02-11T17:47:02Z
Pensamiento Psicológico,http://revistas.javerianacali.edu.co/index.php/pensamientopsicologico/index,https://doaj.org/toc/eecb98eb13fd45e28dbbde385675906a,2010,,1657-8961,2665-3281,"health, psychological welfare, psychology, applied psychology","Spanish, English ",Pontificia Universidad Javeriana,Colombia,Pontificia Universidad Javeriana,,CC BY-NC-ND,,http://revistas.javerianacali.edu.co/index.php/pensamientopsicologico/about/editorialPolicies#custom-3,,,Yes,http://revistas.javerianacali.edu.co/index.php/pensamientopsicologico/about/submissions#copyrightNotice,Peer review,http://revistas.javerianacali.edu.co/index.php/pensamientopsicologico/about/editorialPolicies#peerReviewProcess,No,,http://revistas.javerianacali.edu.co/index.php/pensamientopsicologico/index,http://revistas.javerianacali.edu.co/index.php/pensamientopsicologico/about/editorialTeam,http://revistas.javerianacali.edu.co/index.php/pensamientopsicologico/about/submissions#authorGuidelines,36,No,http://revistas.javerianacali.edu.co/index.php/pensamientopsicologico/index,,No,,No,http://revistas.javerianacali.edu.co/index.php/pensamientopsicologico/index,CLOCKSS,,http://revistas.javerianacali.edu.co/index.php/pensamientopsicologico/about/editorialPolicies#archiving,Sherpa/Romeo,,DOI,,,Yes,http://revistas.javerianacali.edu.co/index.php/pensamientopsicologico/about/editorialPolicies#openAccessPolicy,,,B|BF1-990,Philosophy. Psychology. Religion: Psychology,No,2016-11-22T10:13:36Z,2020-08-31T16:25:31Z,367,2022-09-05T22:41:20Z
Infancias Imágenes,https://revistas.udistrital.edu.co/index.php/infancias,https://doaj.org/toc/24430992aa31494ca66015f85ddfee27,2006,,1657-9089,2665-511X,"childhood, language, learning, teaching  learning, child rearing, human development",Spanish,Universidad Distrital Francisco José de Caldas,Colombia,Universidad Distrital Francisco José de Caldas,,CC BY-NC-SA,,https://revistas.udistrital.edu.co/index.php/infancias/about,,,No,,Double blind peer review,https://revistas.udistrital.edu.co/index.php/infancias/about,Yes,https://revistas.udistrital.edu.co/index.php/infancias/about,https://revistas.udistrital.edu.co/index.php/infancias/about,https://revistas.udistrital.edu.co/index.php/infancias/about/editorialTeam,https://revistas.udistrital.edu.co/index.php/infancias/about/submissions,18,No,https://revistas.udistrital.edu.co/index.php/infancias/about,,No,,No,https://revistas.udistrital.edu.co/index.php/infancias/about,,,,,,,,,Yes,https://revistas.udistrital.edu.co/index.php/infancias/about,,,L,Education,No,2019-10-11T16:58:29Z,2020-02-05T13:06:18Z,287,2022-04-07T17:11:09Z
Revista Faccea,https://editorial.uniamazonia.edu.co/index.php/faccea/index,https://doaj.org/toc/d328057114a0450b95edc3ae90214e39,2011,"Revista de la Facultad de Ciencias Contables, Económicas y Administrativas",1657-9658,2539-4703,"commerce, management, economics, finance","Spanish, Portuguese",Universidad de la Amazonia,Colombia,,,CC BY-NC-SA,,https://editorial.uniamazonia.edu.co/index.php/faccea/about,Yes,https://editorial.uniamazonia.edu.co/index.php/faccea/article/view/255/244,Yes,https://editorial.uniamazonia.edu.co/index.php/faccea/about/submissions,Double blind peer review,https://editorial.uniamazonia.edu.co/index.php/faccea/about,No,,https://editorial.uniamazonia.edu.co/index.php/faccea/about,https://editorial.uniamazonia.edu.co/index.php/faccea/about/editorialTeam,https://editorial.uniamazonia.edu.co/index.php/faccea/about/submissions,8,No,https://editorial.uniamazonia.edu.co/index.php/faccea/index,,No,,No,,,,,,,,Yes,Yes,Yes,https://editorial.uniamazonia.edu.co/index.php/faccea/about,,,HF1-6182|HF5001-6182,Social Sciences: Commerce: Business,No,2020-08-12T17:28:35Z,2021-02-22T09:44:14Z,393,2023-02-13T21:59:28Z
Entorno Geografico,https://revistas.univalle.edu.co/index.php/entornogeografico/index,https://doaj.org/toc/9182c9776aea4809a825a44b51e1cd79,2002,,1692-0074,2382-3518,"geography, social science, earth science, geography education, territory",Spanish,Universidad del Valle,Colombia,Universidad del Valle,,CC BY-NC-SA,,https://entornogeografico.univalle.edu.co/index.php/entornogeografico/about#privacyStatement,Yes,https://entornogeografico.univalle.edu.co/index.php/entornogeografico/article/view/9471/12302,No,,Blind peer review,https://entornogeografico.univalle.edu.co/index.php/entornogeografico/about#peerReviewProcess,No,,https://entornogeografico.univalle.edu.co/index.php/entornogeografico/about#focusAndScope,https://entornogeografico.univalle.edu.co/index.php/entornogeografico/about/editorialTeam,https://entornogeografico.univalle.edu.co/index.php/entornogeografico/about/submissions,32,No,https://entornogeografico.univalle.edu.co/index.php/entornogeografico/about#openAccessPolicy,,Yes,https://revistas.univalle.edu.co/index.php/entornogeografico/about/#openAccessPolicy,No,https://entornogeografico.univalle.edu.co/index.php/entornogeografico/about#openAccessPolicy,,,,,,,,,Yes,https://entornogeografico.univalle.edu.co/index.php/entornogeografico/about#openAccessPolicy,,,G1-922,Geography. Anthropology. Recreation: Geography (General),No,2015-01-26T19:05:18Z,2020-08-13T14:43:44Z,291,2023-03-22T02:08:30Z
AD-minister,http://www.eafit.edu.co/ad-minister,https://doaj.org/toc/a1ad452387af4816ba1ad2dc7014cc76,2002,,1692-0279,2256-4322,"administration, accounting, marketing, organizational psychology, human development","Spanish, English ",Universidad EAFIT,Colombia,,,CC BY,,http://publicaciones.eafit.edu.co/index.php/administer/about/submissions#copyrightNotice,Yes,http://publicaciones.eafit.edu.co/index.php/administer/article/view/3212,Yes,http://publicaciones.eafit.edu.co/index.php/administer/about/submissions#copyrightNotice,Double blind peer review,http://publicaciones.eafit.edu.co/index.php/administer/about/editorialPolicies#peerReviewProcess,Yes,http://publicaciones.eafit.edu.co/index.php/administer/about/editorialPolicies#custom-0,http://publicaciones.eafit.edu.co/index.php/administer/about/editorialPolicies#focusAndScope,http://publicaciones.eafit.edu.co/index.php/administer/about/editorialTeam,http://publicaciones.eafit.edu.co/index.php/administer/about/submissions#authorGuidelines,5,No,http://publicaciones.eafit.edu.co/index.php/administer/about/submissions#authorGuidelines,,No,,No,http://publicaciones.eafit.edu.co/index.php/administer/about/submissions#authorGuidelines,CLOCKSS,,http://publicaciones.eafit.edu.co/index.php/administer/about/editorialPolicies#archiving,Sherpa/Romeo,,,,,Yes,http://publicaciones.eafit.edu.co/index.php/administer/about/editorialPolicies#openAccessPolicy,,,H|HF1-6182|HF5001-6182,Social Sciences: Commerce: Business,No,2013-04-15T15:50:30Z,2020-05-18T11:19:10Z,267,2020-05-24T01:57:20Z
Iteckne,http://revistas.ustabuca.edu.co/index.php/ITECKNE/index,https://doaj.org/toc/8cc6e970027246b6a5b8afd4b54ec0fc,2009,,1692-1798,2339-3483,"electronic, civil engineering, mechatronics, sciences, telecommunications","Spanish, English ",Universidad Santo Tomás,Colombia,Universidad Santo Tomás,,CC BY-NC,,http://revistas.ustabuca.edu.co/index.php/ITECKNE/about/submissions#copyrightNotice,Yes,http://revistas.ustabuca.edu.co/index.php/ITECKNE/article/view/1764,Yes,http://revistas.ustabuca.edu.co/index.php/ITECKNE/about/submissions#copyrightNotice,Double blind peer review,http://revistas.ustabuca.edu.co/index.php/ITECKNE/about/editorialPolicies#peerReviewProcess,Yes,http://revistas.ustabuca.edu.co/index.php/ITECKNE/about/editorialPolicies#custom-3,http://revistas.ustabuca.edu.co/index.php/ITECKNE/about/editorialPolicies#focusAndScope,http://revistas.ustabuca.edu.co/index.php/ITECKNE/about/editorialTeam,http://revistas.ustabuca.edu.co/index.php/ITECKNE/about/editorialPolicies#custom-1,24,No,http://revistas.ustabuca.edu.co/index.php/ITECKNE/about/editorialPolicies#openAccessPolicy,,No,,No,http://revistas.ustabuca.edu.co/index.php/ITECKNE/about/editorialPolicies#openAccessPolicy,CLOCKSS,,https://thekeepers.org/journals/1692-1798,,,,,,Yes,http://revistas.ustabuca.edu.co/index.php/ITECKNE/about/editorialPolicies#openAccessPolicy,,,T|TA1-2040,Technology: Engineering (General). Civil engineering (General),No,2018-04-30T11:34:56Z,2020-07-29T13:53:06Z,230,2020-07-29T14:31:47Z
